SeriousDlqin2yrs,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
0,0.9011399240000001,51,0,0.210798492,11408.0,7,0,2,0,0.0
0,0.898595178,43,4,0.23551380100000002,17136.0,11,0,3,0,2.0
0,0.799098926,34,0,0.163783622,10000.0,8,0,0,0,0.0
0,0.18329526,60,0,0.34154151899999996,9055.0,13,0,1,0,1.0
0,0.050169520999999995,50,0,35.0,,6,0,0,0,0.0
0,0.6933688240000001,53,1,0.51266881,7774.0,16,0,2,0,0.0
0,0.9999998999999999,26,1,50.0,,4,0,0,0,0.0
0,0.067193281,53,0,20.0,,1,0,0,0,0.0
0,0.69356301,70,1,1.201863354,643.0,3,0,0,0,0.0
0,0.305738852,60,0,0.05359732,20000.0,6,0,0,0,2.0
0,0.153676872,43,0,0.063358733,50000.0,7,0,1,0,2.0
0,0.00339988,41,0,0.190567147,6805.0,19,0,1,0,1.0
0,0.19628104100000002,57,0,0.13260762,4041.0,10,0,1,0,0.0
0,0.08477204199999999,61,0,0.312674244,9325.0,12,0,2,0,3.0
0,0.040792751,91,0,149.0,,8,0,0,0,
0,0.01921569,67,0,0.058039247999999995,24000.0,11,0,2,0,3.0
0,0.9282532459999999,58,1,0.599499374,4793.0,8,0,2,0,0.0
0,0.00573428,44,1,0.656507479,12500.0,13,0,2,0,2.0
0,0.124367227,40,0,0.332907892,4700.0,9,0,0,0,0.0
0,0.512831908,44,0,0.332688588,4135.0,9,0,1,0,2.0
0,0.064294223,60,0,0.010635397,11000.0,6,0,0,0,0.0
1,0.514714277,59,0,0.582104474,4000.0,8,0,1,0,1.0
0,0.087121732,55,0,0.482688391,5400.0,18,0,2,0,1.0
0,0.009848128000000001,76,0,0.014394242,2500.0,12,0,0,0,0.0
0,0.833598288,61,0,0.634780435,12000.0,12,0,2,0,0.0
0,0.007480168000000001,73,0,0.0043823609999999995,3650.0,12,0,0,0,0.0
0,0.033203829,71,0,0.318874019,6500.0,11,0,1,0,0.0
0,0.006698896,50,0,1569.0,,18,0,0,0,
0,0.044473069000000004,73,0,0.870625875,5000.0,10,0,4,0,0.0
0,0.616913328,60,0,0.18625505899999997,12600.0,14,0,1,0,0.0
0,0.013129948,41,0,0.154413573,4066.0,10,0,0,0,2.0
0,0.39051717,42,0,0.453302101,13233.0,12,0,2,0,3.0
0,0.108430723,85,0,0.022391044,2500.0,9,0,0,0,0.0
0,0.8899124070000001,76,1,0.437845098,6700.0,8,0,1,0,0.0
0,0.667444419,59,0,0.36263789399999996,20667.0,9,0,4,0,1.0
0,0.362958205,52,0,5.733532933999999,333.0,5,0,1,0,0.0
1,0.42825587299999995,50,2,5943.0,,13,0,3,1,0.0
0,0.362211345,35,1,0.033474708,131800.0,11,0,1,0,2.0
0,0.9999998999999999,45,0,3.0,0.0,2,0,0,0,3.0
0,0.284273309,57,0,0.217627762,11583.0,3,0,1,0,3.0
0,0.30298238,49,0,4897.0,,6,0,1,0,
0,0.105649058,29,1,0.26587746,6250.0,8,0,1,0,0.0
0,0.315445637,31,0,0.236480496,4511.0,3,0,1,0,1.0
1,0.42882325600000004,32,0,0.530734633,2000.0,10,0,0,0,0.0
0,0.026139122999999997,30,0,1.003634711,2200.0,7,0,2,0,0.0
1,0.6892430279999999,40,0,0.001621271,3083.0,1,0,0,0,3.0
0,0.0,77,0,0.0,3523.0,3,0,0,0,0.0
0,0.326216157,45,0,0.126593279,3451.0,14,0,0,0,2.0
0,1.0076040609999999,51,1,0.457203615,5642.0,9,0,1,0,0.0
0,0.989688144,28,0,0.306769494,3500.0,4,0,0,0,0.0
0,0.82263389,36,0,0.306169022,13583.0,12,0,2,0,3.0
0,0.377318537,38,0,0.215778949,5500.0,7,0,1,0,0.0
0,0.013092106000000001,67,0,0.214111262,3684.0,6,0,1,0,0.0
0,0.0,52,0,0.014778325,3450.0,2,0,0,0,1.0
0,0.0,42,0,0.6133193339999999,6666.0,7,0,2,0,0.0
0,0.021075074,47,0,0.131781839,7003.0,5,0,0,0,3.0
0,0.9999998999999999,27,0,0.09062336300000001,5726.0,4,0,0,0,0.0
0,0.04647976,63,0,0.007054019,5386.0,5,0,0,0,0.0
0,0.003915002,66,0,4.0,,4,0,0,0,
0,0.3787495,39,1,0.523104621,4998.0,10,1,2,0,2.0
0,0.0,84,0,0.0,,1,0,0,0,
0,0.7171427920000001,48,0,1.12184674,2100.0,9,0,2,0,1.0
0,0.561064795,31,0,0.112084738,10384.0,11,0,0,0,0.0
0,0.010449478,56,0,0.000319047,18805.0,4,0,0,0,1.0
0,0.168128547,37,0,205.0,,4,0,0,0,0.0
0,0.498013097,50,0,1.388805597,2000.0,6,0,1,0,0.0
0,0.059543242,56,0,0.113116421,3933.0,8,0,0,0,0.0
0,0.02417235,33,0,0.095994226,5541.0,17,0,0,0,1.0
0,0.004112736,62,0,4092.0,,13,0,4,0,0.0
0,0.01816405,65,0,0.069984448,4500.0,10,0,0,0,0.0
0,0.387465086,51,0,0.081872998,10613.0,6,0,0,0,0.0
1,0.682317682,41,0,0.238568588,3520.0,4,1,0,0,1.0
0,0.087321984,58,0,0.149528463,8800.0,10,0,2,0,2.0
0,0.0,60,0,482.0,,2,0,0,0,0.0
0,1.0004946129999999,50,0,0.541994208,7250.0,16,0,1,0,0.0
0,0.373002709,53,0,0.106959205,8750.0,5,0,0,1,0.0
0,0.522838173,35,0,0.28699295399999997,5250.0,6,0,2,0,0.0
0,0.297030299,51,0,1300.0,,9,0,1,0,0.0
0,0.031799205,63,0,0.279160949,5100.0,4,0,1,0,1.0
0,0.00017240799999999998,42,0,0.502599653,2884.0,8,0,1,0,0.0
0,0.00039339599999999996,67,0,0.0,,7,0,0,0,0.0
0,0.9999998999999999,33,0,0.092066601,3062.0,1,0,0,0,0.0
0,0.107668283,48,0,4041.0,,7,0,2,0,0.0
0,0.007975362,72,0,0.16300349,10600.0,7,0,2,0,0.0
0,0.9693547440000001,40,0,1.6168263219999999,2400.0,3,0,1,0,2.0
0,0.9995523059999999,57,0,0.151334807,5880.0,11,0,0,0,0.0
0,0.05066328900000001,45,0,0.09941622900000001,17129.0,5,0,1,0,0.0
0,0.021841448,86,1,0.151205422,9000.0,14,0,1,0,1.0
0,0.357235189,34,0,0.398150344,4216.0,10,0,2,0,0.0
0,0.069141338,60,0,110.0,,16,0,0,0,0.0
0,0.451259278,64,0,0.190461725,6583.0,16,0,0,0,0.0
1,0.297746512,46,0,0.436284312,5500.0,8,0,2,0,0.0
0,0.270137897,53,0,0.312852948,4426.0,6,0,1,0,1.0
0,0.003359933,75,0,961.0,,4,0,1,0,0.0
0,0.011323696000000001,49,0,1625.0,,22,0,1,0,0.0
0,0.002586427,68,0,4.0,,4,0,0,0,
0,0.16635649,54,0,0.044488877999999996,4000.0,7,0,0,0,1.0
0,0.692401708,43,0,0.639748226,7466.0,11,0,2,0,2.0
0,0.096083001,66,0,0.175710279,8200.0,6,0,2,0,1.0
0,0.036340736,74,0,0.016116352,5087.0,8,0,0,0,1.0
0,0.028640541000000002,43,0,0.214914075,9775.0,13,0,2,0,1.0
0,0.39200515799999996,49,1,0.505236547,2768.0,7,0,0,0,0.0
0,0.024244567999999998,55,0,1319.0,,7,0,2,0,
0,0.942760413,34,0,1273.0,,5,1,0,0,2.0
0,0.014007782,48,0,0.21067893199999999,10000.0,6,0,1,0,1.0
0,0.8025606390000001,53,0,1.270956165,3900.0,15,0,2,0,1.0
0,0.008851652,80,0,0.001533272,3260.0,6,0,0,0,1.0
0,0.060133432,85,1,0.159478261,11499.0,19,0,0,0,1.0
0,0.0,72,0,0.002496879,800.0,9,0,0,0,0.0
0,0.09602139300000001,67,0,0.241850543,15000.0,10,0,2,0,0.0
0,0.9999998999999999,54,0,0.0,2856.0,0,0,0,0,0.0
0,0.11344270199999999,44,0,0.164119412,7000.0,15,0,0,0,2.0
0,0.037686597999999995,52,1,0.187230175,4400.0,21,0,1,0,0.0
0,0.06314382,53,0,6431.0,,15,0,2,0,0.0
0,0.27256620000000004,56,0,1.0476649009999999,2076.0,11,0,1,0,2.0
0,0.457165714,55,1,0.683105631,3000.0,18,0,0,0,0.0
0,0.014296747,44,0,0.21710161,1800.0,8,0,0,0,1.0
0,0.135470264,68,0,2463.0,,10,0,2,0,0.0
1,0.0,26,2,0.261010538,3700.0,6,0,0,1,0.0
0,0.652219337,42,0,0.30832429100000003,6450.0,9,0,1,0,4.0
0,0.567638663,48,2,1.374258044,3200.0,5,1,1,1,2.0
1,0.862850972,23,2,457.0,,4,0,0,0,0.0
0,0.9999998999999999,47,0,5676.0,,6,0,2,0,0.0
0,0.7936976859999999,54,1,0.213893053,2000.0,5,0,0,0,1.0
0,0.02279886,71,0,1143.0,,3,0,1,0,0.0
0,0.21609892600000002,47,0,0.532944406,2913.0,11,0,2,0,1.0
1,0.405868554,45,1,0.50858509,4600.0,13,0,1,0,2.0
1,0.875749786,36,1,706.0,,4,0,0,0,0.0
0,0.862862261,57,0,3100.0,,12,0,2,0,1.0
1,0.6734128420000001,39,0,2095.0,,6,0,1,0,0.0
0,0.690776809,60,4,0.662095565,14000.0,21,0,4,0,2.0
0,0.001899905,48,0,4201.0,,14,0,3,0,0.0
0,0.0,77,0,0.0,,3,0,0,0,
0,0.551647702,71,0,5.128146453,436.0,10,0,2,0,0.0
0,0.029479455,75,0,0.032967033,1000.0,5,0,0,0,0.0
0,0.013383500000000001,33,0,0.437120292,6583.0,5,0,2,0,1.0
0,0.02216717,70,0,25.0,,3,0,0,0,
0,0.7521855890000001,51,0,0.5886332879999999,2955.0,8,0,1,1,0.0
0,0.9999998999999999,32,0,0.163748459,4054.0,1,2,0,2,2.0
1,0.101112361,27,0,0.436239705,3520.0,7,0,1,0,0.0
0,0.119770005,48,5,0.5262395360000001,6211.0,13,0,1,1,2.0
0,0.009203336,79,0,0.001201442,9987.0,6,0,0,0,0.0
1,0.9844551840000001,50,2,0.12584615400000002,9749.0,4,1,0,2,3.0
0,0.719300643,47,0,0.890602753,4213.0,18,0,1,0,5.0
0,0.03490019999999999,69,0,0.088151975,6000.0,9,0,0,0,0.0
0,0.015864553,60,0,0.08347913,4000.0,5,0,0,0,0.0
0,0.01355749,57,0,0.352801894,3800.0,20,0,1,0,2.0
0,0.081478464,45,0,0.06600985200000001,6089.0,5,0,0,0,0.0
1,0.9999998999999999,34,1,0.389454209,1080.0,6,0,0,0,0.0
0,0.9999998999999999,41,0,0.003761755,4784.0,0,1,0,0,2.0
0,0.251431336,27,0,0.147461495,3505.0,9,0,0,0,0.0
0,0.80760962,48,0,0.501446988,3800.0,8,0,1,0,2.0
0,0.27048647600000003,64,0,0.12145749,2469.0,2,0,0,0,0.0
0,0.022775487999999997,63,0,0.157810889,10670.0,9,0,2,0,1.0
0,0.9999998999999999,28,0,0.0,,0,0,0,0,
0,0.9999998999999999,55,0,0.0,1793.0,0,0,0,0,0.0
1,0.952015995,61,2,613.0,,5,0,0,2,0.0
0,0.04793358,45,0,0.251716552,15000.0,6,0,1,0,3.0
0,0.018999626999999998,70,0,0.005499083,6000.0,5,0,0,0,0.0
0,0.129888326,46,0,0.507741436,10333.0,9,0,2,0,0.0
0,0.36337754299999997,30,1,0.390191898,1406.0,5,0,0,1,0.0
0,0.176540063,66,1,1.4629981019999998,1580.0,23,0,1,0,0.0
0,0.056345618,73,1,254.0,,11,0,1,0,0.0
0,0.22683139300000002,59,0,3334.0,,10,0,3,0,0.0
0,0.9999998999999999,42,0,302.0,,3,0,0,0,2.0
1,0.344823292,36,0,0.500499833,3000.0,17,0,1,0,0.0
0,0.0,36,0,0.233260224,7750.0,8,0,2,0,0.0
0,0.0,30,0,2655.0,,2,0,1,0,0.0
0,0.0,70,0,922.0,,4,0,1,0,0.0
1,0.8356343390000001,33,0,3250.0,,10,0,1,0,0.0
0,0.9999998999999999,49,0,0.0,2710.0,0,3,0,0,2.0
0,0.0,54,0,0.134576949,1500.0,4,0,0,0,0.0
0,0.538860104,41,0,0.37411487,5083.0,7,0,2,0,0.0
1,0.9853958490000001,33,5,0.446868286,6050.0,10,0,1,0,2.0
0,0.37877262799999994,39,0,0.38605162,9104.0,9,0,1,0,3.0
0,0.9999998999999999,62,0,34.0,,0,0,0,0,0.0
0,0.032778889,53,0,0.253617945,5527.0,5,0,1,0,2.0
0,0.119105818,74,0,100.0,,4,0,0,0,0.0
0,0.753267302,69,0,0.272370586,7900.0,8,0,2,1,1.0
0,0.047278500999999994,66,0,0.240912834,8500.0,15,0,2,0,1.0
0,0.497400347,30,0,0.310979115,5218.0,8,0,2,0,0.0
0,0.039282207,38,0,0.300122785,5700.0,6,0,1,0,1.0
0,0.001309043,56,0,0.18025634,11000.0,6,0,1,0,1.0
0,0.173901186,29,0,0.114295235,3000.0,14,0,1,0,0.0
0,0.44191741799999995,55,0,0.901191849,5201.0,21,0,2,0,1.0
0,0.44991001799999997,62,0,0.5070665289999999,2900.0,6,0,1,0,2.0
0,0.193748455,70,0,0.121136521,7214.0,7,0,1,0,0.0
0,0.51488677,40,0,0.7679609390000001,4300.0,13,0,1,0,1.0
0,0.249813562,66,0,0.623675265,5000.0,13,0,2,0,1.0
0,0.001611081,51,0,0.23514612,5166.0,8,0,1,0,0.0
0,0.115202174,42,0,1320.0,,3,0,1,0,0.0
0,0.020871103000000002,54,1,515.0,,13,0,1,0,0.0
0,0.0,40,0,0.171305053,3700.0,5,0,0,0,0.0
0,0.0,64,0,0.483253589,835.0,3,0,0,0,0.0
0,0.455418282,55,0,0.402417505,11333.0,7,1,1,0,4.0
0,0.0,48,0,0.0,,4,0,0,0,
0,0.07265324,45,0,0.568580351,4162.0,19,0,1,0,1.0
0,0.021203925,46,0,0.127772571,3200.0,7,0,0,0,0.0
1,0.909838003,51,3,0.344424985,15416.0,13,1,2,0,2.0
0,0.011335228000000001,29,0,3161.0,,10,0,3,0,0.0
0,0.132373721,54,0,0.45135495299999995,2250.0,6,0,0,0,1.0
1,0.122708716,52,0,0.433499354,5420.0,12,0,2,0,0.0
0,0.145655849,51,0,0.417848207,3596.0,18,0,1,0,2.0
0,0.001043288,61,0,296.0,0.0,7,0,0,0,0.0
0,0.05765485,43,0,0.002926116,4100.0,3,0,0,0,1.0
0,0.404603469,45,0,0.819477874,5400.0,9,0,2,0,1.0
0,0.026305323999999998,51,0,0.00299925,4000.0,3,0,0,0,4.0
0,0.088836447,71,0,0.010550235,6160.0,5,0,0,0,0.0
0,0.016108345,54,0,1563.0,,9,0,2,0,0.0
1,0.900915903,31,0,0.565623992,3100.0,7,1,2,0,0.0
0,0.01559844,29,0,0.001198681,3336.0,1,0,0,0,0.0
1,0.13879773,43,0,0.369377588,14250.0,10,0,1,0,2.0
0,0.017356037,47,1,0.24959098300000002,5500.0,12,0,1,0,3.0
0,0.31590736399999997,52,0,0.231574053,4300.0,4,0,0,0,0.0
0,0.11015118800000001,65,0,2322.0,,13,0,2,0,0.0
0,0.154042298,50,0,0.16513914300000002,6000.0,6,0,0,0,4.0
0,0.9999998999999999,57,0,0.440568762,4500.0,10,0,3,0,0.0
0,0.628397854,45,0,0.282328959,7848.0,13,0,2,0,0.0
0,0.006845445,57,0,0.009996298,2700.0,12,0,0,0,0.0
0,0.033623665,56,0,0.247998528,10866.0,9,0,1,0,1.0
0,0.9192953220000001,47,0,0.315927684,9900.0,9,0,2,0,2.0
0,0.015944743,56,0,0.513468481,3600.0,7,0,1,0,0.0
0,0.885454854,68,0,0.594054383,9855.0,17,0,1,0,0.0
0,0.9999998999999999,21,0,162.0,,0,0,0,0,
0,0.212047517,64,8,1.0791470909999998,2766.0,10,0,1,2,0.0
0,0.827454226,50,0,0.183139186,8326.0,3,0,0,0,1.0
0,0.7659978040000001,60,0,0.484505165,3000.0,5,0,0,0,0.0
0,0.022773015,44,0,116.0,,5,0,0,0,0.0
0,0.018492477,59,0,0.319322415,14226.0,14,0,3,0,2.0
0,0.8683914509999999,40,0,2022.0,,4,0,1,0,
0,0.5567216389999999,27,1,0.551316985,1100.0,5,0,0,0,0.0
0,0.9999998999999999,34,0,0.307057154,7750.0,4,0,1,0,1.0
0,0.024146346000000003,46,0,0.331600832,8657.0,10,0,1,0,2.0
0,0.040327392000000004,55,0,0.290016469,12750.0,18,0,2,0,0.0
1,0.334522767,46,1,0.434704353,15000.0,7,0,1,1,4.0
0,0.180611772,49,0,0.34777845399999996,8214.0,7,0,1,0,3.0
0,0.027271039,35,1,0.138914378,14166.0,10,0,1,0,1.0
0,0.684664772,48,0,0.051719540999999994,3750.0,4,0,0,0,0.0
0,0.9999998999999999,41,0,0.075602509,6057.0,2,0,0,0,1.0
0,0.359515222,69,1,0.270954841,6000.0,10,0,2,0,0.0
1,0.8631368629999999,51,0,0.149306675,3100.0,3,0,0,0,0.0
0,0.039547768,60,0,0.254020016,8892.0,6,0,2,0,0.0
0,0.235399247,30,0,0.5014997,5000.0,9,0,1,0,1.0
0,0.329610666,34,1,0.093030794,3084.0,7,0,0,0,1.0
0,0.133286671,73,0,2329.0,,5,0,2,0,0.0
0,0.0,73,0,2138.0,,8,0,1,0,0.0
0,0.061833522,49,0,2788.0,,6,0,2,0,0.0
0,0.003278207,95,0,22.0,,10,0,1,0,0.0
0,0.142380259,28,0,0.38387395700000004,5394.0,22,0,1,0,0.0
1,0.571385189,46,0,0.43673236200000004,3500.0,21,1,1,0,2.0
0,0.04277327400000001,64,0,657.0,,10,0,1,0,0.0
0,0.035172902,73,0,3886.0,,12,0,1,0,1.0
0,0.030375179,46,0,0.8740419859999999,3000.0,19,0,1,0,2.0
0,0.0,29,0,189.0,,4,0,0,0,0.0
0,0.052412897,61,0,0.188881823,26730.0,13,0,3,0,0.0
0,0.017509173,59,0,0.36511946100000003,9500.0,8,0,2,0,0.0
0,0.020495907,64,0,0.11414429300000001,20000.0,15,0,2,0,0.0
1,0.612181958,36,3,0.23194341,2685.0,7,1,0,1,1.0
0,0.38984094799999996,57,0,0.35476898100000004,3700.0,11,0,1,0,0.0
0,0.9999998999999999,65,0,0.6022211,1980.0,5,1,1,0,0.0
0,0.019648836,78,0,0.007088331999999999,5501.0,8,0,0,0,0.0
0,0.037949368,35,0,1459.0,0.0,4,0,1,0,0.0
0,0.6738544470000001,49,0,0.638269101,4436.0,6,0,2,0,2.0
0,0.9999998999999999,46,0,0.10596143599999999,5652.0,3,0,0,0,0.0
0,0.021106506,74,0,56.0,,12,0,0,0,0.0
0,0.334071467,49,0,0.29984938,8630.0,14,0,2,0,0.0
0,0.132563061,53,0,0.18088309100000002,11957.0,6,0,2,0,3.0
0,0.00046479199999999995,63,0,0.0,10196.0,5,0,0,0,0.0
0,0.060218577,40,2,0.589344379,7000.0,11,0,2,0,2.0
0,0.000391287,39,0,0.0,,4,0,0,0,0.0
0,0.009919206,35,0,0.280596503,5833.0,4,0,1,0,1.0
0,0.019084299,62,1,1031.0,,6,0,1,0,0.0
0,0.235858927,65,1,0.460231829,13716.0,18,0,2,1,0.0
0,0.151946145,60,0,816.0,,15,0,1,0,0.0
0,0.255744256,27,0,0.51974013,2000.0,2,0,0,0,0.0
0,0.7857181609999999,84,0,0.745751416,3000.0,12,0,0,0,0.0
0,0.865975565,56,0,0.133333333,524.0,1,0,0,0,1.0
0,0.0,40,0,509.0,,3,0,0,0,0.0
1,0.542936427,61,0,0.7280076590000001,9400.0,10,0,4,0,0.0
0,0.00053467,53,0,0.56887425,8500.0,17,0,2,1,0.0
0,0.346697376,58,4,0.371209597,3000.0,15,0,0,0,1.0
0,0.9999998999999999,51,1,0.181613649,16000.0,5,0,1,0,2.0
0,0.228724526,60,0,1932.0,,7,0,1,0,0.0
0,0.443674027,46,0,0.265790762,12253.0,10,0,1,1,4.0
0,0.105456034,38,0,0.334915665,9900.0,7,0,2,0,3.0
0,0.022113564,79,0,0.011719987,3156.0,6,0,0,0,0.0
0,0.97288915,37,0,0.210378962,10000.0,5,0,2,0,0.0
0,0.268546291,35,0,0.163243047,5500.0,7,0,0,0,2.0
1,0.20439995800000002,62,0,0.141094782,14833.0,11,0,1,0,1.0
0,0.001851715,67,0,350.0,,5,0,0,0,0.0
0,0.031461335,26,0,0.007821229,894.0,2,0,0,0,0.0
0,0.031677466,52,0,0.42822109,5300.0,7,0,1,1,0.0
0,0.233863918,70,0,2.33744856,1700.0,15,0,5,0,0.0
1,0.075511473,47,4,0.640670666,6500.0,8,0,1,0,3.0
0,0.240738328,49,0,0.31137509,8333.0,7,0,2,0,2.0
0,0.9999998999999999,60,0,0.40584166,1300.0,2,0,0,0,0.0
0,0.218222287,60,0,870.0,,8,0,0,0,0.0
0,0.009820180999999999,83,0,1266.0,,17,0,2,0,0.0
0,0.060961474,41,0,1195.0,,6,0,1,0,
0,0.924151697,37,1,0.129085643,4833.0,11,0,0,0,1.0
0,0.011772744,52,0,0.28380968300000003,12000.0,12,0,1,0,1.0
0,0.0,51,0,0.174042059,7750.0,3,0,1,0,2.0
0,0.493638677,49,0,1.3798273509999999,2200.0,15,0,0,0,0.0
0,0.633574301,68,1,0.303049238,8001.0,11,0,1,0,0.0
0,0.084162666,46,0,2476.0,0.0,10,0,1,0,3.0
0,0.112673785,44,0,2701.0,,4,0,1,0,0.0
0,0.257345074,72,0,0.241106719,4300.0,6,0,0,0,0.0
0,0.005383786999999999,91,0,1.0,,2,0,0,0,0.0
0,0.093006849,62,0,0.298106292,1636.0,13,0,0,0,0.0
0,0.21668039100000003,54,0,0.138758477,1916.0,5,0,0,0,0.0
0,0.227827581,54,0,0.755207465,6000.0,11,0,4,0,0.0
0,0.21097533300000001,41,0,0.255652394,7916.0,7,0,2,0,2.0
0,0.9445793459999999,45,3,0.485636115,5116.0,5,2,2,0,3.0
0,0.042952918,34,0,0.298430774,7200.0,9,0,1,0,3.0
0,0.19026299100000002,70,0,0.615476905,5000.0,18,0,2,0,1.0
0,0.089402988,63,0,0.27631127899999997,5833.0,14,0,0,0,0.0
0,0.27759261,45,0,1.034588778,1300.0,7,0,2,0,3.0
1,0.9608039309999999,40,1,0.606922851,3408.0,23,1,0,0,2.0
0,0.572518021,63,0,3064.0,,16,0,1,0,0.0
0,0.9999998999999999,46,0,0.30340437800000003,10368.0,6,0,1,0,2.0
0,0.348609706,61,1,2709.0,,12,0,1,0,2.0
1,0.9999998999999999,24,1,0.013539652,1550.0,0,3,0,0,1.0
0,0.273695285,67,0,0.477576975,5975.0,11,0,4,0,0.0
0,0.562427342,35,0,0.138476921,6000.0,5,0,0,0,2.0
0,0.012499786,49,1,4515.0,,11,0,2,0,
0,0.09156911699999999,50,0,0.339474716,2550.0,9,0,0,0,1.0
0,0.023687917000000003,63,0,0.126041602,16200.0,8,0,1,0,0.0
0,0.054107129000000004,36,0,344.0,,6,0,0,0,0.0
0,0.32149323,51,0,0.25794091,19833.0,16,0,2,0,2.0
0,0.144183655,69,0,0.474091647,8008.0,14,0,3,0,0.0
1,0.8176477940000001,34,0,0.648018093,8400.0,11,0,1,0,3.0
0,0.123234049,34,0,0.440630709,10400.0,8,0,4,0,0.0
0,0.644710579,27,0,0.08701765300000001,6400.0,7,0,0,0,0.0
0,1.422885572,40,1,0.27508996399999996,2500.0,5,1,0,2,0.0
0,0.9447382959999999,59,1,0.845607575,3801.0,9,0,2,0,0.0
0,0.038473009,78,0,65.0,,5,0,0,0,0.0
0,0.034052112999999995,43,1,0.207198892,4333.0,8,0,1,0,0.0
1,0.898650939,61,0,0.821193945,3500.0,14,0,2,0,0.0
0,0.0019068879999999998,78,0,1.0,,3,0,0,0,
0,0.036102748,55,0,2470.0,,17,0,1,0,0.0
0,0.09386574,51,0,155.375,15.0,11,0,1,0,0.0
0,0.039348033,60,0,3147.0,,3,0,1,0,
0,0.491845661,41,1,0.7154785840000001,6466.0,13,0,2,0,0.0
0,0.109278443,54,0,1370.0,,5,0,1,0,0.0
0,0.145714068,50,0,0.012951602,4400.0,2,0,0,0,0.0
0,0.063103941,68,0,209.0,,3,0,1,0,0.0
1,0.392248482,50,0,1.595253368,4676.0,14,0,3,0,1.0
0,0.882208862,62,3,0.03755392,3940.0,9,0,0,0,0.0
0,0.04255984,57,0,1593.0,,3,0,1,0,
0,0.711424513,65,1,0.480916031,9300.0,14,0,2,0,1.0
0,0.13499665800000002,62,0,0.554613157,4833.0,11,0,2,0,1.0
0,0.03459897,60,0,0.008072434,9166.0,9,0,0,0,3.0
0,0.304294655,36,0,0.241252916,3000.0,7,0,0,0,1.0
0,0.201813117,44,1,0.152587413,7149.0,7,0,0,0,2.0
0,0.070530649,74,0,170.0,0.0,8,0,0,0,0.0
0,0.052510966,47,0,0.46015125100000004,6875.0,16,0,3,0,4.0
0,0.017443685,36,0,35.0,,11,0,0,0,0.0
0,0.230653849,73,0,0.573703704,5399.0,8,0,2,0,0.0
0,0.279093644,65,0,0.331327476,16617.0,20,0,2,0,0.0
1,0.9999998999999999,41,98,0.0,,0,98,0,98,
0,0.877240212,38,1,0.7913012979999999,2850.0,7,0,1,0,1.0
0,0.595803393,44,0,0.29949604,8333.0,11,0,2,0,0.0
0,0.9999998999999999,63,0,0.0,,1,0,0,0,0.0
1,0.805991441,37,0,1090.0,,8,0,1,0,0.0
0,0.43246910899999996,39,0,0.418145957,6590.0,7,0,1,0,2.0
0,0.036198921,49,0,0.323635766,6083.0,12,0,3,0,0.0
0,0.5747757920000001,41,0,1436.0,0.0,11,0,0,0,0.0
0,0.024162279,75,0,0.006293965,2700.0,10,0,0,0,0.0
0,0.9158832440000001,58,1,0.961737565,4442.0,9,0,2,0,0.0
0,0.015945165,45,0,0.106444678,20000.0,6,0,1,0,1.0
0,0.00038804800000000005,30,0,0.048271922,3500.0,6,0,0,0,0.0
0,0.007908851,61,0,230.0,,6,0,0,0,0.0
0,0.191018258,62,0,175.0,,15,0,0,0,0.0
0,0.009649518000000001,67,0,0.295824238,14200.0,9,0,3,0,0.0
0,0.134996625,33,0,2585.0,,10,0,2,0,0.0
0,0.165467921,58,0,2520.0,,17,0,2,0,0.0
0,0.124048664,38,0,957.0,,4,0,1,0,0.0
0,0.316536693,87,0,47.0,,1,0,0,0,0.0
0,0.9010391870000001,39,0,0.44350807,7000.0,5,0,1,0,0.0
0,0.805865416,41,0,0.368958771,13800.0,14,0,2,0,3.0
0,0.07807727,60,0,0.566105156,3917.0,14,0,1,0,2.0
0,0.9999998999999999,73,0,0.0,,2,0,0,0,0.0
0,0.113246721,44,0,0.464304699,86537.0,28,0,5,0,0.0
0,0.001958634,56,2,0.549690062,5000.0,45,0,2,0,2.0
0,0.035552517,64,0,0.18426771,2300.0,4,0,0,0,1.0
0,0.016373131000000003,68,0,41.0,,11,0,0,1,0.0
0,0.0,42,0,0.289401927,5500.0,7,0,1,0,1.0
0,0.010239141,75,0,0.5674872670000001,7067.0,13,0,3,0,0.0
0,0.9999998999999999,33,0,0.624678663,1166.0,3,0,0,0,1.0
0,0.945729791,35,0,0.40495867799999996,3750.0,4,0,1,0,1.0
0,0.0,71,0,1788.0,,10,0,1,0,0.0
0,0.102612144,63,0,0.447822514,6084.0,11,0,2,0,2.0
0,0.013681533999999999,65,0,0.20555962,4100.0,4,0,1,0,1.0
0,0.037069459,71,0,397.0,,3,0,1,0,0.0
0,0.012496876,31,0,1.0,,3,0,0,0,
0,0.008086253,66,0,0.27434283600000003,2700.0,8,0,0,0,0.0
0,0.25360524100000004,68,0,0.302944418,6350.0,14,0,1,0,0.0
0,0.9999998999999999,33,1,0.165107914,2779.0,3,2,0,0,1.0
0,0.12739982,39,0,183.0,1.0,3,0,0,0,2.0
